Season,Player,Date,Home/Away,Opp,Win/Loss,FG%,FT,FTA,FT%,TS%,eFG%,DRtg,,
2019-20,Jarrett Allen,2/10/20,Away,IND,W,0.667,1,2,0.5,0.658,0.667,106,,
2019-20,Jarrett Allen,2/12/20,Home,TOR,W,0.5,4,5,0.8,0.61,0.5,89,,
2019-20,Jarrett Allen,2/20/20,Away,PHI,L,0,0,0,,0,0,109,,
2019-20,Jarrett Allen,2/22/20,Away,CHO,W,0.8,4,6,0.667,0.785,0.8,86,,
2019-20,Jarrett Allen,2/24/20,Home,ORL,L,1,0,1,0,0.948,1,109,,
2019-20,Jarrett Allen,2/26/20,Away,WAS,L,0.5,3,6,0.5,0.539,0.5,109,,
2019-20,Jarrett Allen,2/28/20,Away,ATL,L,1,1,3,0.333,0.753,1,126,,
2019-20,Jarrett Allen,2/29/20,Away,MIA,L,0.875,3,4,0.75,0.871,0.875,121,,
2019-20,Jarrett Allen,3/3/20,Away,BOS,W,0.375,2,2,1,0.45,0.375,111,,
2019-20,Jarrett Allen,3/4/20,Home,MEM,L,0.6,0,2,0,0.51,0.6,128,,
2019-20,Jarrett Allen,3/6/20,Home,SAS,W,0.714,2,2,1,0.761,0.714,113,,
2019-20,Jarrett Allen,3/8/20,Home,CHI,W,0.8,3,4,0.75,0.814,0.8,102,,
2019-20,Jarrett Allen,3/10/20,Away,LAL,W,0.5,1,4,0.25,0.399,0.5,97,,
2019-20,Jarrett Allen,7/31/20,Home,ORL,L,0.778,0,0,,0.778,0.778,127,,
2019-20,Jarrett Allen,8/2/20,Home,WAS,W,0.6,10,10,1,0.764,0.6,106,,
2019-20,Jarrett Allen,8/4/20,Away,MIL,W,,,,,,,,,
2019-20,Jarrett Allen,8/5/20,Away,BOS,L,0.625,1,1,1,0.652,0.625,135,,
2019-20,Jarrett Allen,8/7/20,Home,SAC,W,0.625,7,10,0.7,0.685,0.625,107,,
2019-20,Jarrett Allen,8/9/20,Away,LAC,W,0.778,2,3,0.667,0.775,0.778,113,,
2019-20,Jarrett Allen,8/11/20,Away,ORL,W,,,,,,,,,
2019-20,Jarrett Allen,8/13/20,Home,POR,L,0.625,4,9,0.444,0.585,0.625,128,,
2019-20,Jarrett Allen,8/17/20,Away,TOR,L,0.6,3,4,0.75,0.638,0.6,128,,
2019-20,Jarrett Allen,8/19/20,Away,TOR,L,0.556,4,6,0.667,0.601,0.556,100,,
2019-20,Jarrett Allen,8/21/20,Home,TOR,L,,4,4,1,1.136,,111,,
2019-20,Jarrett Allen,8/23/20,Home,TOR,L,0.6,2,2,1,0.68,0.6,130,,
2018-19,Jarrett Allen,10/17/18,Away,DET,L,0.6,3,4,0.75,0.723,0.7,98,,
2018-19,Jarrett Allen,10/19/18,Home,NYK,W,0.75,3,4,0.75,0.768,0.75,105,,
2018-19,Jarrett Allen,10/20/18,Away,IND,L,0.571,0,2,0,0.508,0.571,132,,
2018-19,Jarrett Allen,10/24/18,Away,CLE,W,0.556,0,1,0,0.53,0.556,84,,
2018-19,Jarrett Allen,10/26/18,Away,NOP,L,0.5,1,2,0.5,0.509,0.5,108,,
2018-19,Jarrett Allen,10/28/18,Home,GSW,L,0.833,1,2,0.5,0.799,0.833,117,,
2018-19,Jarrett Allen,10/29/18,Away,NYK,L,0.333,3,4,0.75,0.451,0.333,123,,
2018-19,Jarrett Allen,10/31/18,Home,DET,W,0.75,2,5,0.4,0.686,0.75,108,,
2018-19,Jarrett Allen,11/2/18,Home,HOU,L,0.5,2,4,0.5,0.512,0.5,126,,
2018-19,Jarrett Allen,11/4/18,Home,PHI,W,0.714,5,6,0.833,0.778,0.714,92,,
2018-19,Jarrett Allen,11/6/18,Away,PHO,W,0.571,2,2,1,0.635,0.571,79,,
2018-19,Jarrett Allen,11/9/18,Away,DEN,W,0.5,4,8,0.5,0.514,0.5,106,,
2018-19,Jarrett Allen,11/10/18,Away,GSW,L,1,2,2,1,1.042,1,118,,
2018-19,Jarrett Allen,11/12/18,Away,MIN,L,,,,,,,,,
2018-19,Jarrett Allen,11/14/18,Home,MIA,L,,,,,,,,,
2018-19,Jarrett Allen,11/16/18,Away,WAS,W,0.455,6,8,0.75,0.551,0.455,100,,
2018-19,Jarrett Allen,11/17/18,Home,LAC,L,0.615,8,9,0.889,0.708,0.615,128,,
2018-19,Jarrett Allen,11/20/18,Away,MIA,W,0.625,3,4,0.75,0.666,0.625,89,,
2018-19,Jarrett Allen,11/21/18,Away,DAL,L,0.375,0,0,,0.375,0.375,119,,
2018-19,Jarrett Allen,11/23/18,Home,MIN,L,0.625,2,2,1,0.676,0.625,120,,
2018-19,Jarrett Allen,11/25/18,Home,PHI,L,0.636,3,5,0.6,0.644,0.636,128,,
2018-19,Jarrett Allen,11/28/18,Home,UTA,L,0.5,8,11,0.727,0.646,0.5,106,,
2018-19,Jarrett Allen,11/30/18,Home,MEM,L,1,5,6,0.833,0.982,1,113,,
2018-19,Jarrett Allen,12/1/18,Away,WAS,L,0.75,0,1,0,0.676,0.75,110,,
2018-19,Jarrett Allen,12/3/18,Home,CLE,L,0.571,0,0,,0.643,0.643,112,,
2018-19,Jarrett Allen,12/5/18,Home,OKC,L,0.357,5,5,1,0.463,0.357,115,,
2018-19,Jarrett Allen,12/7/18,Home,TOR,W,0.833,2,2,1,0.872,0.833,89,,
2018-19,Jarrett Allen,12/8/18,Away,NYK,W,0.556,4,4,1,0.651,0.556,100,,
2018-19,Jarrett Allen,12/12/18,Away,PHI,W,0.75,2,2,1,0.82,0.75,124,,
2018-19,Jarrett Allen,12/14/18,Home,WAS,W,0.571,4,4,1,0.685,0.571,114,,
2018-19,Jarrett Allen,12/16/18,Home,ATL,W,0.833,1,1,1,0.854,0.833,122,,
2018-19,Jarrett Allen,12/18/18,Home,LAL,W,0.429,0,1,0,0.403,0.429,87,,
2018-19,Jarrett Allen,12/19/18,Away,CHI,W,0.583,2,3,0.667,0.601,0.583,100,,
2018-19,Jarrett Allen,12/21/18,Home,IND,L,1,4,4,1,1.05,1,124,,
2018-19,Jarrett Allen,12/23/18,Home,PHO,W,0.556,0,1,0,0.583,0.611,102,,
2018-19,Jarrett Allen,12/26/18,Home,CHO,W,0.6,1,2,0.5,0.595,0.6,110,,
2018-19,Jarrett Allen,12/28/18,Away,CHO,L,0.125,6,8,0.75,0.347,0.125,93,,
2018-19,Jarrett Allen,12/29/18,Away,MIL,L,0.6,2,4,0.5,0.592,0.6,120,,
2018-19,Jarrett Allen,1/2/19,Home,NOP,W,0.5,4,4,1,0.644,0.5,117,,
2018-19,Jarrett Allen,1/4/19,Away,MEM,W,0.545,0,0,,0.545,0.545,91,,
2018-19,Jarrett Allen,1/6/19,Away,CHI,W,0.75,7,9,0.778,0.794,0.75,102,,
2018-19,Jarrett Allen,1/7/19,Away,BOS,L,0.4,2,2,1,0.51,0.4,107,,
2018-19,Jarrett Allen,1/9/19,Home,ATL,W,1,3,4,0.75,0.955,1,93,,
2018-19,Jarrett Allen,1/11/19,Away,TOR,L,0.571,1,2,0.5,0.571,0.571,100,,
2018-19,Jarrett Allen,1/14/19,Home,BOS,W,0.556,9,10,0.9,0.709,0.556,96,,
2018-19,Jarrett Allen,1/16/19,Away,HOU,W,0.526,0,1,0,0.514,0.526,116,,
2018-19,Jarrett Allen,1/18/19,Away,ORL,W,0.333,2,3,0.667,0.41,0.333,99,,
2018-19,Jarrett Allen,1/21/19,Home,SAC,W,0.6,2,2,1,0.68,0.6,92,,
2018-19,Jarrett Allen,1/23/19,Home,ORL,W,0.429,0,0,,0.429,0.429,107,,
2018-19,Jarrett Allen,1/25/19,Home,NYK,W,0.5,0,0,,0.5,0.5,97,,
2018-19,Jarrett Allen,1/28/19,Away,BOS,L,0.5,0,0,,0.5,0.5,98,,
2018-19,Jarrett Allen,1/29/19,Home,CHI,W,0.5,3,4,0.75,0.608,0.5,106,,
2018-19,Jarrett Allen,1/31/19,Away,SAS,L,0.857,1,3,0.333,0.841,0.929,105,,
2018-19,Jarrett Allen,2/2/19,Away,ORL,L,0.75,0,0,,0.75,0.75,95,,
2018-19,Jarrett Allen,2/4/19,Home,MIL,L,0.571,0,0,,0.571,0.571,102,,
2018-19,Jarrett Allen,2/6/19,Home,DEN,W,0.6,3,3,1,0.663,0.6,124,,
2018-19,Jarrett Allen,2/8/19,Home,CHI,L,0.5,4,4,1,0.615,0.5,121,,
2018-19,Jarrett Allen,2/11/19,Away,TOR,L,0.6,2,3,0.667,0.663,0.65,123,,
2018-19,Jarrett Allen,2/13/19,Away,CLE,W,0.364,2,4,0.5,0.392,0.364,105,,
2018-19,Jarrett Allen,2/21/19,Home,POR,L,0.571,4,4,1,0.685,0.571,99,,
2018-19,Jarrett Allen,2/23/19,Away,CHO,W,0.5,3,6,0.5,0.517,0.5,113,,
2018-19,Jarrett Allen,2/25/19,Home,SAS,W,1,1,4,0.25,0.781,1,82,,
2018-19,Jarrett Allen,2/27/19,Home,WAS,L,0.667,0,1,0,0.636,0.667,106,,
2018-19,Jarrett Allen,3/1/19,Home,CHO,L,0.8,2,4,0.5,0.74,0.8,122,,
2018-19,Jarrett Allen,3/2/19,Away,MIA,L,0.5,0,2,0,0.436,0.5,124,,
2018-19,Jarrett Allen,3/4/19,Home,DAL,W,0.8,0,0,,0.8,0.8,86,,
2018-19,Jarrett Allen,3/6/19,Home,CLE,W,0.857,3,4,0.75,0.856,0.857,101,,
2018-19,Jarrett Allen,3/9/19,Away,ATL,W,0.833,10,16,0.625,0.767,0.833,105,,
2018-19,Jarrett Allen,3/11/19,Home,DET,W,0.833,1,2,0.5,0.799,0.833,73,,
2018-19,Jarrett Allen,3/13/19,Away,OKC,L,0.75,2,2,1,0.82,0.75,114,,
2018-19,Jarrett Allen,3/16/19,Away,UTA,L,0,4,4,1,0.725,0,93,,
2018-19,Jarrett Allen,3/17/19,Away,LAC,L,0.5,3,3,1,0.574,0.5,112,,
2018-19,Jarrett Allen,3/19/19,Away,SAC,W,0.625,3,3,1,0.697,0.625,110,,
2018-19,Jarrett Allen,3/22/19,Away,LAL,W,0.571,5,8,0.625,0.618,0.571,99,,
2018-19,Jarrett Allen,3/25/19,Away,POR,L,0.375,4,8,0.5,0.434,0.375,124,,
2018-19,Jarrett Allen,3/28/19,Away,PHI,L,0.667,0,0,,0.667,0.667,122,,
2018-19,Jarrett Allen,3/30/19,Home,BOS,W,0.667,6,8,0.75,0.767,0.667,94,,
2018-19,Jarrett Allen,4/1/19,Home,MIL,L,0.571,2,4,0.5,0.571,0.571,114,,
2018-19,Jarrett Allen,4/3/19,Home,TOR,L,1,0,0,,1,1,113,,
2018-19,Jarrett Allen,4/6/19,Away,MIL,W,1,2,2,1,1.025,1,123,,
2018-19,Jarrett Allen,4/7/19,Away,IND,W,0.6,0,0,,0.6,0.6,100,,
2018-19,Jarrett Allen,4/10/19,Home,MIA,W,0,1,2,0.5,0.102,0,76,,
2018-19,Jarrett Allen,4/13/19,Away,PHI,W,0.25,0,0,,0.25,0.25,100,,
2018-19,Jarrett Allen,4/15/19,Away,PHI,L,0.75,3,4,0.75,0.781,0.75,140,,
2018-19,Jarrett Allen,4/18/19,Home,PHI,L,0.8,7,9,0.778,0.837,0.8,119,,
2018-19,Jarrett Allen,4/20/19,Home,PHI,L,0.636,7,7,1,0.746,0.636,109,,
2018-19,Jarrett Allen,4/23/19,Away,PHI,L,0.5,0,0,,0.5,0.5,112,,
2019-20,Joe Ingles,10/23/19,Home,OKC,W,0.375,0,0,,0.438,0.438,101,,
2019-20,Joe Ingles,10/25/19,Away,LAL,L,0.5,0,0,,0.5,0.5,104,,
2019-20,Joe Ingles,10/26/19,Home,SAC,W,0.4,2,2,1,0.68,0.6,73,,
2019-20,Joe Ingles,10/28/19,Away,PHO,W,0.167,0,0,,0.25,0.25,93,,
2019-20,Joe Ingles,10/30/19,Home,LAC,W,0.5,0,0,,0.625,0.625,99,,
2019-20,Joe Ingles,11/1/19,Away,SAC,L,0.333,0,0,,0.5,0.5,117,,
2019-20,Joe Ingles,11/3/19,Away,LAC,L,0.333,0,0,,0.5,0.5,107,,
2019-20,Joe Ingles,11/6/19,Home,PHI,W,0.545,2,2,1,0.673,0.636,114,,
2019-20,Joe Ingles,11/8/19,Home,MIL,W,0,1,2,0.5,0.085,0,97,,
2019-20,Joe Ingles,11/11/19,Away,GSW,W,0.375,4,4,1,0.564,0.438,107,,
2019-20,Joe Ingles,11/12/19,Home,BRK,W,0,3,4,0.75,0.193,0,112,,
2019-20,Joe Ingles,11/15/19,Away,MEM,L,0.5,0,0,,0.625,0.625,111,,
2019-20,Joe Ingles,11/18/19,Home,MIN,L,0.333,1,2,0.5,0.466,0.458,109,,
2019-20,Joe Ingles,11/20/19,Away,MIN,W,0.25,1,2,0.5,0.307,0.25,99,,
2019-20,Joe Ingles,11/22/19,Home,GSW,W,0.333,0,0,,0.5,0.5,115,,
2019-20,Joe Ingles,11/23/19,Home,NOP,W,0.167,0,0,,0.25,0.25,112,,
2019-20,Joe Ingles,11/25/19,Away,MIL,L,0.5,2,2,1,0.689,0.65,119,,
2019-20,Joe Ingles,11/27/19,Away,IND,L,0.556,0,0,,0.667,0.667,112,,
2019-20,Joe Ingles,11/29/19,Away,MEM,W,0.167,4,5,0.8,0.366,0.167,108,,
2019-20,Joe Ingles,12/1/19,Away,TOR,L,0.4,0,1,0,0.551,0.6,128,,
2019-20,Joe Ingles,12/2/19,Away,PHI,L,0.5,1,2,0.5,0.597,0.6,96,,
2019-20,Joe Ingles,12/4/19,Home,LAL,L,0.2,1,2,0.5,0.34,0.3,126,,
2019-20,Joe Ingles,12/7/19,Home,MEM,W,0.444,2,2,1,0.607,0.556,102,,
2019-20,Joe Ingles,12/9/19,Home,OKC,L,0.429,0,0,,0.643,0.643,98,,
2019-20,Joe Ingles,12/11/19,Away,MIN,W,0.643,2,2,1,0.773,0.75,123,,
2019-20,Joe Ingles,12/13/19,Home,GSW,W,0.556,2,2,1,0.658,0.611,111,,
2019-20,Joe Ingles,12/17/19,Home,ORL,W,0.625,2,2,1,0.901,0.875,101,,
2019-20,Joe Ingles,12/19/19,Away,ATL,W,0.5,2,2,1,0.643,0.6,102,,
2019-20,Joe Ingles,12/21/19,Away,CHO,W,0.5,0,0,,0.7,0.7,119,,
2019-20,Joe Ingles,12/23/19,Away,MIA,L,0.563,2,2,1,0.8,0.781,114,,
2019-20,Joe Ingles,12/26/19,Home,POR,W,0.667,0,0,,0.867,0.867,119,,
2019-20,Joe Ingles,12/28/19,Away,LAC,W,0.5,0,0,,0.75,0.75,114,,
2019-20,Joe Ingles,12/30/19,Home,DET,W,0.444,1,2,0.5,0.506,0.5,88,,
2019-20,Joe Ingles,1/2/20,Away,CHI,W,0.333,0,0,,0.444,0.444,108,,
2019-20,Joe Ingles,1/4/20,Away,ORL,W,0.364,0,0,,0.5,0.5,106,,
2019-20,Joe Ingles,1/6/20,Away,NOP,W,0.667,2,2,1,0.854,0.833,124,,
2019-20,Joe Ingles,1/8/20,Home,NYK,W,0.4,1,2,0.5,0.506,0.5,120,,
2019-20,Joe Ingles,1/10/20,Home,CHO,W,0.5,2,2,1,0.799,0.75,103,,
2019-20,Joe Ingles,1/12/20,Away,WAS,W,0.4,4,4,1,0.597,0.533,117,,
2019-20,Joe Ingles,1/14/20,Away,BRK,W,0.714,1,1,1,0.935,0.929,113,,
2019-20,Joe Ingles,1/16/20,Away,NOP,L,0.455,1,3,0.333,0.487,0.5,124,,
2019-20,Joe Ingles,1/18/20,Home,SAC,W,0.143,0,0,,0.143,0.143,111,,
2019-20,Joe Ingles,1/20/20,Home,IND,W,0.667,0,0,,1,1,89,,
2019-20,Joe Ingles,1/22/20,Away,GSW,W,0.571,1,2,0.5,0.698,0.714,108,,
2019-20,Joe Ingles,1/25/20,Home,DAL,W,0.429,2,4,0.5,0.514,0.5,106,,
2019-20,Joe Ingles,1/27/20,Home,HOU,L,0.25,2,2,1,0.394,0.313,120,,
2019-20,Joe Ingles,1/29/20,Away,SAS,L,0.375,0,0,,0.438,0.438,130,,
2019-20,Joe Ingles,1/30/20,Away,DEN,L,0.375,0,0,,0.5,0.5,114,,
2019-20,Joe Ingles,2/1/20,Away,POR,L,0.5,0,0,,0.75,0.75,135,,
2019-20,Joe Ingles,2/5/20,Home,DEN,L,0.25,0,0,,0.25,0.25,107,,
2019-20,Joe Ingles,2/7/20,Home,POR,W,0.5,1,1,1,0.67,0.65,114,,
2019-20,Joe Ingles,2/9/20,Away,HOU,W,0.5,0,0,,0.75,0.75,115,,
2019-20,Joe Ingles,2/10/20,Away,DAL,W,0.25,2,2,1,0.394,0.313,116,,
2019-20,Joe Ingles,2/12/20,Home,MIA,W,0.111,2,2,1,0.202,0.111,105,,
2019-20,Joe Ingles,2/21/20,Home,SAS,L,0.3,1,2,0.5,0.368,0.35,117,,
2019-20,Joe Ingles,2/22/20,Home,HOU,L,0.6,0,0,,0.7,0.7,119,,
2019-20,Joe Ingles,2/24/20,Home,PHO,L,0.286,3,4,0.75,0.514,0.429,141,,
2019-20,Joe Ingles,2/26/20,Home,BOS,L,0.333,0,0,,0.333,0.333,130,,
2019-20,Joe Ingles,2/28/20,Home,WAS,W,0.6,2,2,1,0.85,0.8,120,,
2019-20,Joe Ingles,3/2/20,Away,CLE,W,0.5,2,2,1,0.868,0.75,126,,
2019-20,Joe Ingles,3/4/20,Away,NYK,W,0.75,1,2,0.5,0.82,0.875,110,,
2019-20,Joe Ingles,3/6/20,Away,BOS,W,0.429,0,0,,0.643,0.643,92,,
2019-20,Joe Ingles,3/7/20,Away,DET,W,0.667,0,1,0,0.581,0.667,112,,
2019-20,Joe Ingles,3/9/20,Home,TOR,L,0.667,0,0,,0.833,0.833,109,,
2019-20,Joe Ingles,7/30/20,Away,NOP,W,0.571,4,5,0.8,0.707,0.643,105,,
2019-20,Joe Ingles,8/1/20,Away,OKC,L,0.5,0,0,,0.583,0.583,117,,
2019-20,Joe Ingles,8/3/20,Home,LAL,L,0.4,0,0,,0.5,0.5,111,,
2019-20,Joe Ingles,8/5/20,Home,MEM,W,0.538,5,5,1,0.822,0.769,115,,
2019-20,Joe Ingles,8/7/20,Away,SAS,L,0.5,0,0,,0.75,0.75,118,,
2019-20,Joe Ingles,8/8/20,Away,DEN,L,0.444,0,0,,0.611,0.611,119,,
2019-20,Joe Ingles,8/10/20,Home,DAL,L,0.429,0,0,,0.5,0.5,119,,
2019-20,Joe Ingles,8/13/20,Home,SAS,W,0.25,0,0,,0.375,0.375,111,,
2019-20,Joe Ingles,8/17/20,Away,DEN,L,0.429,2,2,1,0.638,0.607,132,,
2019-20,Joe Ingles,8/19/20,Away,DEN,W,0.583,0,0,,0.75,0.75,130,,
2019-20,Joe Ingles,8/21/20,Home,DEN,W,0,2,2,1,0.347,0,98,,
2019-20,Joe Ingles,8/23/20,Home,DEN,W,0,0,0,,0,0,141,,
2019-20,Joe Ingles,8/25/20,Away,DEN,L,0.625,0,0,,0.813,0.813,122,,
2019-20,Joe Ingles,8/30/20,Home,DEN,L,0.25,2,2,1,0.512,0.375,137,,
2019-20,Joe Ingles,9/1/20,Away,DEN,L,0.3,0,0,,0.35,0.35,95,,
2018-19,Joe Ingles,10/17/18,Away,SAC,W,0.75,0,0,,0.917,0.917,106,,
2018-19,Joe Ingles,10/19/18,Home,GSW,L,0.667,0,0,,0.9,0.9,119,,
2018-19,Joe Ingles,10/22/18,Home,MEM,L,0.308,0,0,,0.346,0.346,96,,
2018-19,Joe Ingles,10/24/18,Away,HOU,W,0.375,2,2,1,0.619,0.563,94,,
2018-19,Joe Ingles,10/27/18,Away,NOP,W,0.2,3,4,0.75,0.298,0.2,104,,
2018-19,Joe Ingles,10/28/18,Away,DAL,W,0.364,1,1,1,0.524,0.5,104,,
2018-19,Joe Ingles,10/31/18,Away,MIN,L,0.5,0,2,0,0.505,0.542,126,,
2018-19,Joe Ingles,11/2/18,Home,MEM,L,0.462,4,5,0.8,0.625,0.577,121,,
2018-19,Joe Ingles,11/3/18,Away,DEN,L,0.2,1,2,0.5,0.34,0.3,109,,
2018-19,Joe Ingles,11/5/18,Home,TOR,L,0.231,1,4,0.25,0.305,0.308,129,,
2018-19,Joe Ingles,11/7/18,Home,DAL,W,0.222,0,0,,0.333,0.333,103,,
2018-19,Joe Ingles,11/9/18,Home,BOS,W,0.714,2,2,1,0.907,0.893,116,,
2018-19,Joe Ingles,11/12/18,Away,MEM,W,0.5,4,6,0.667,0.649,0.625,96,,
2018-19,Joe Ingles,11/14/18,Away,DAL,L,0.375,0,0,,0.5,0.5,126,,
2018-19,Joe Ingles,11/16/18,Away,PHI,L,0.5,0,0,,0.583,0.583,107,,
2018-19,Joe Ingles,11/17/18,Away,BOS,W,0.5,0,0,,0.583,0.583,99,,
2018-19,Joe Ingles,11/19/18,Away,IND,L,0.286,0,0,,0.357,0.357,132,,
2018-19,Joe Ingles,11/21/18,Home,SAC,L,0.333,4,7,0.571,0.497,0.444,121,,
2018-19,Joe Ingles,11/23/18,Away,LAL,L,0.583,0,0,,0.667,0.667,93,,
2018-19,Joe Ingles,11/25/18,Away,SAC,W,0.75,4,4,1,0.922,0.875,105,,
2018-19,Joe Ingles,11/26/18,Home,IND,L,0.4,0,0,,0.5,0.5,111,,
2018-19,Joe Ingles,11/28/18,Away,BRK,W,0.375,0,0,,0.438,0.438,88,,
2018-19,Joe Ingles,11/30/18,Away,CHO,W,0.286,0,0,,0.429,0.429,106,,
2018-19,Joe Ingles,12/2/18,Away,MIA,L,0.385,0,0,,0.423,0.423,103,,
2018-19,Joe Ingles,12/4/18,Home,SAS,W,0.556,0,0,,0.722,0.722,98,,
2018-19,Joe Ingles,12/6/18,Home,HOU,W,0.667,2,2,1,0.911,0.889,89,,
2018-19,Joe Ingles,12/9/18,Away,SAS,L,0.4,1,2,0.5,0.425,0.4,120,,
2018-19,Joe Ingles,12/10/18,Away,OKC,L,0.429,0,0,,0.429,0.429,115,,
2018-19,Joe Ingles,12/12/18,Home,MIA,W,0.333,2,4,0.5,0.465,0.444,92,,
2018-19,Joe Ingles,12/15/18,Away,ORL,L,0.182,2,2,1,0.337,0.273,94,,
2018-19,Joe Ingles,12/17/18,Away,HOU,L,0.333,0,2,0,0.363,0.417,106,,
2018-19,Joe Ingles,12/19/18,Home,GSW,W,0.538,2,2,1,0.72,0.692,101,,
2018-19,Joe Ingles,12/21/18,Away,POR,W,0.545,1,4,0.25,0.588,0.636,94,,
2018-19,Joe Ingles,12/22/18,Home,OKC,L,0.417,0,0,,0.542,0.542,100,,
2018-19,Joe Ingles,12/25/18,Home,POR,W,0.667,0,0,,0.833,0.833,101,,
2018-19,Joe Ingles,12/27/18,Home,PHI,L,0.333,0,2,0,0.349,0.375,117,,
2018-19,Joe Ingles,12/29/18,Home,NYK,W,0.2,4,4,1,0.444,0.2,100,,
2018-19,Joe Ingles,1/1/19,Away,TOR,L,0,2,3,0.667,0.158,0,120,,
2018-19,Joe Ingles,1/4/19,Away,CLE,W,0.5,1,1,1,0.575,0.55,95,,
2018-19,Joe Ingles,1/5/19,Away,DET,W,0.545,2,3,0.667,0.649,0.636,106,,
2018-19,Joe Ingles,1/7/19,Away,MIL,L,0.167,0,0,,0.167,0.167,113,,
2018-19,Joe Ingles,1/9/19,Home,ORL,W,0.4,0,0,,0.533,0.533,98,,
2018-19,Joe Ingles,1/11/19,Home,LAL,W,0.455,2,2,1,0.589,0.545,86,,
2018-19,Joe Ingles,1/12/19,Home,CHI,W,0.429,0,0,,0.571,0.571,110,,
2018-19,Joe Ingles,1/14/19,Home,DET,W,0.3,5,6,0.833,0.514,0.4,101,,
2018-19,Joe Ingles,1/16/19,Away,LAC,W,0.375,0,0,,0.375,0.375,108,,
2018-19,Joe Ingles,1/18/19,Home,CLE,W,0.667,0,0,,0.75,0.75,103,,
2018-19,Joe Ingles,1/21/19,Home,POR,L,0.143,0,0,,0.143,0.143,117,,
2018-19,Joe Ingles,1/23/19,Home,DEN,W,0.417,0,0,,0.583,0.583,115,,
2018-19,Joe Ingles,1/25/19,Home,MIN,W,0.273,4,4,1,0.47,0.364,103,,
2018-19,Joe Ingles,1/27/19,Away,MIN,W,0.455,3,3,1,0.609,0.545,115,,
2018-19,Joe Ingles,1/30/19,Away,POR,L,0.6,6,6,1,0.916,0.8,135,,
2018-19,Joe Ingles,2/1/19,Home,ATL,W,0.583,2,2,1,0.738,0.708,107,,
2018-19,Joe Ingles,2/2/19,Home,HOU,L,0.333,0,0,,0.458,0.458,126,,
2018-19,Joe Ingles,2/6/19,Home,PHO,W,0.6,1,1,1,0.718,0.7,96,,
2018-19,Joe Ingles,2/9/19,Home,SAS,W,0.667,0,0,,0.917,0.917,112,,
2018-19,Joe Ingles,2/12/19,Away,GSW,L,1,0,0,,1.25,1.25,118,,
2018-19,Joe Ingles,2/22/19,Away,OKC,L,0.5,0,0,,0.75,0.75,119,,
2018-19,Joe Ingles,2/23/19,Home,DAL,W,0.5,1,2,0.5,0.699,0.708,114,,
2018-19,Joe Ingles,2/27/19,Home,LAC,W,0.444,1,3,0.333,0.533,0.556,106,,
2018-19,Joe Ingles,2/28/19,Away,DEN,W,0.333,5,6,0.833,0.512,0.417,106,,
2018-19,Joe Ingles,3/2/19,Home,MIL,W,0.5,0,0,,0.583,0.583,113,,
2018-19,Joe Ingles,3/4/19,Home,NOP,L,0.286,2,2,1,0.508,0.429,120,,
2018-19,Joe Ingles,3/6/19,Away,NOP,W,0.333,1,2,0.5,0.388,0.375,101,,
2018-19,Joe Ingles,3/8/19,Away,MEM,L,0.455,1,1,1,0.612,0.591,125,,
2018-19,Joe Ingles,3/11/19,Home,OKC,L,0.222,0,0,,0.278,0.278,105,,
2018-19,Joe Ingles,3/13/19,Away,PHO,W,0.667,0,0,,0.833,0.833,97,,
2018-19,Joe Ingles,3/14/19,Home,MIN,W,0.455,0,0,,0.545,0.545,102,,
2018-19,Joe Ingles,3/16/19,Home,BRK,W,0.2,0,1,0,0.184,0.2,96,,
2018-19,Joe Ingles,3/18/19,Away,WAS,W,0.462,0,0,,0.615,0.615,98,,
2018-19,Joe Ingles,3/20/19,Away,NYK,W,0.667,0,0,,1,1,120,,
2018-19,Joe Ingles,3/21/19,Away,ATL,L,0.625,0,0,,0.813,0.813,116,,
2018-19,Joe Ingles,3/23/19,Away,CHI,W,0.357,1,1,1,0.45,0.429,88,,
2018-19,Joe Ingles,3/25/19,Home,PHO,W,0.545,0,0,,0.636,0.636,100,,
2018-19,Joe Ingles,3/27/19,Home,LAL,W,0.4,0,0,,0.55,0.55,101,,
2018-19,Joe Ingles,3/29/19,Home,WAS,W,0.5,1,1,1,0.623,0.607,124,,
2018-19,Joe Ingles,4/1/19,Home,CHO,W,0.625,0,0,,0.938,0.938,105,,
2018-19,Joe Ingles,4/3/19,Away,PHO,W,0.769,1,2,0.5,0.973,1,105,,
2018-19,Joe Ingles,4/5/19,Home,SAC,W,0.417,2,4,0.5,0.618,0.625,97,,
2018-19,Joe Ingles,4/7/19,Away,LAL,L,0.364,1,2,0.5,0.505,0.5,122,,
2018-19,Joe Ingles,4/9/19,Home,DEN,W,0.5,0,0,,0.625,0.625,111,,
2018-19,Joe Ingles,4/10/19,Away,LAC,L,0.333,2,2,1,0.644,0.5,113,,
2018-19,Joe Ingles,4/14/19,Away,HOU,L,0.25,0,0,,0.375,0.375,120,,
2018-19,Joe Ingles,4/17/19,Away,HOU,L,0.375,0,0,,0.438,0.438,111,,
2018-19,Joe Ingles,4/20/19,Home,HOU,L,0.333,0,0,,0.444,0.444,107,,
2018-19,Joe Ingles,4/22/19,Home,HOU,W,0.25,0,0,,0.375,0.375,101,,
2018-19,Joe Ingles,4/24/19,Away,HOU,L,0.333,0,0,,0.458,0.458,97,,
