Season,Team,Date,Home/Away,Opp,W/L,FG%,FT,FTA,FT%,DRtg,FTr,TS%,eFG%,FT/FGA
2018-19,SAS,11/12/18,Away,SAC,L,0.437,13,16,0.813,107.6,0.184,0.526,0.494,0.149
2018-19,GSW,11/13/18,Home,ATL,W,0.429,20,21,0.952,106.4,0.231,0.549,0.495,0.22
2018-19,SAS,11/14/18,Away,PHO,L,0.422,19,24,0.792,119.8,0.289,0.513,0.464,0.229
2018-19,MIL,11/14/18,Home,MEM,L,0.506,22,27,0.815,117.2,0.333,0.608,0.562,0.272
2018-19,GSW,11/15/18,Away,HOU,L,0.421,18,22,0.818,124.6,0.289,0.502,0.447,0.237
2018-19,SAS,11/15/18,Away,LAC,L,0.402,20,25,0.8,116.3,0.245,0.491,0.446,0.196
2018-19,MIL,11/16/18,Home,CHI,W,0.505,11,17,0.647,99.2,0.183,0.612,0.602,0.118
2018-19,IND,11/16/18,Home,MIA,W,0.444,13,15,0.867,91,0.185,0.565,0.531,0.16
2018-19,GSW,11/17/18,Away,DAL,L,0.447,16,17,0.941,112.1,0.181,0.537,0.495,0.17
2018-19,IND,11/17/18,Home,ATL,W,0.402,15,21,0.714,82.8,0.241,0.504,0.471,0.172
2018-19,GSW,11/18/18,Away,SAS,L,0.407,17,21,0.81,109.6,0.244,0.483,0.436,0.198
2018-19,SAS,11/18/18,Home,GSW,W,0.446,12,17,0.706,96.9,0.185,0.523,0.5,0.13
2018-19,SAS,11/19/18,Away,NOP,L,0.479,24,30,0.8,138.6,0.319,0.588,0.543,0.255
2018-19,MIL,11/19/18,Home,DEN,W,0.455,13,22,0.591,99.9,0.25,0.532,0.517,0.148
2018-19,IND,11/19/18,Home,UTA,W,0.527,11,17,0.647,97.9,0.183,0.602,0.591,0.118
2018-19,GSW,11/21/18,Home,OKC,L,0.434,16,24,0.667,120.3,0.289,0.508,0.476,0.193
2018-19,SAS,11/21/18,Home,MEM,L,0.427,26,30,0.867,112.7,0.366,0.541,0.47,0.317
2018-19,MIL,11/21/18,Home,POR,W,0.528,14,17,0.824,90,0.157,0.619,0.597,0.13
2018-19,IND,11/21/18,Away,CHO,L,0.488,16,17,0.941,135.6,0.202,0.596,0.554,0.19
2018-19,GSW,11/23/18,Home,POR,W,0.565,12,16,0.75,97.2,0.188,0.679,0.665,0.141
2018-19,SAS,11/23/18,Away,IND,W,0.506,17,24,0.708,100,0.289,0.593,0.566,0.205
2018-19,MIL,11/23/18,Home,PHO,L,0.483,20,30,0.667,111.7,0.345,0.569,0.54,0.23
2018-19,IND,11/23/18,Home,SAS,L,0.465,5,9,0.556,111,0.091,0.486,0.48,0.051
2018-19,GSW,11/24/18,Home,SAC,W,0.466,25,29,0.862,114.2,0.33,0.581,0.523,0.284
2018-19,SAS,11/24/18,Away,MIL,L,0.533,21,28,0.75,129.9,0.304,0.618,0.587,0.228
2018-19,MIL,11/24/18,Home,SAS,W,0.57,22,29,0.759,124.2,0.337,0.683,0.657,0.256
2018-19,GSW,11/26/18,Home,ORL,W,0.488,21,23,0.913,111.8,0.274,0.616,0.565,0.25
2018-19,SAS,11/26/18,Away,CHI,W,0.484,8,9,0.889,108,0.097,0.557,0.538,0.086
2018-19,MIL,11/26/18,Away,CHO,L,0.411,17,21,0.81,110.3,0.233,0.539,0.5,0.189
2018-19,IND,11/26/18,Away,UTA,W,0.583,14,17,0.824,89.9,0.202,0.661,0.637,0.167
2018-19,IND,11/27/18,Away,PHO,W,0.422,22,29,0.759,110.2,0.322,0.53,0.483,0.244
2018-19,SAS,11/28/18,Away,MIN,L,0.391,13,13,1,131.8,0.149,0.48,0.437,0.149
2018-19,MIL,11/28/18,Home,CHI,W,0.494,18,24,0.75,111.9,0.276,0.595,0.563,0.207
2018-19,GSW,11/29/18,Away,TOR,L,0.485,17,20,0.85,125.3,0.194,0.572,0.539,0.165
2018-19,IND,11/29/18,Away,LAL,L,0.372,22,27,0.815,102.1,0.314,0.49,0.43,0.256
2018-19,SAS,11/30/18,Home,HOU,L,0.453,17,20,0.85,141.1,0.233,0.554,0.512,0.198
2018-19,GSW,12/1/18,Away,DET,L,0.459,18,21,0.857,111.9,0.247,0.541,0.494,0.212
2018-19,MIL,12/1/18,Away,NYK,L,0.489,24,31,0.774,120.8,0.33,0.622,0.585,0.255
2018-19,IND,12/1/18,Away,SAC,L,0.524,14,18,0.778,104.1,0.22,0.612,0.585,0.171
2018-19,SAS,12/2/18,Home,POR,W,0.602,20,22,0.909,119.7,0.265,0.707,0.669,0.241
2018-19,GSW,12/3/18,Away,ATL,W,0.585,19,22,0.864,105.2,0.268,0.698,0.665,0.232
2018-19,SAS,12/4/18,Away,UTA,L,0.489,10,11,0.909,135.2,0.122,0.554,0.528,0.111
2018-19,IND,12/4/18,Home,CHI,W,0.461,20,24,0.833,91.7,0.316,0.555,0.5,0.263
2018-19,GSW,12/5/18,Away,CLE,W,0.529,21,24,0.875,112,0.282,0.675,0.635,0.247
2018-19,SAS,12/5/18,Away,LAL,L,0.448,20,20,1,116.8,0.208,0.539,0.484,0.208
2018-19,MIL,12/5/18,Home,DET,W,0.463,25,30,0.833,86.4,0.366,0.604,0.549,0.305
2018-19,GSW,12/7/18,Away,MIL,W,0.449,6,7,0.857,93.3,0.079,0.57,0.556,0.067
2018-19,SAS,12/7/18,Home,LAL,W,0.505,28,33,0.848,115.1,0.363,0.63,0.577,0.308
2018-19,MIL,12/7/18,Home,GSW,L,0.391,16,23,0.696,103.1,0.25,0.465,0.429,0.174
2018-19,IND,12/7/18,Away,ORL,W,0.473,15,18,0.833,92,0.194,0.555,0.522,0.161
2018-19,IND,12/8/18,Home,SAC,W,0.435,19,22,0.864,100.5,0.239,0.526,0.478,0.207
2018-19,SAS,12/9/18,Home,UTA,W,0.528,11,12,0.917,102.3,0.135,0.583,0.556,0.124
2018-19,MIL,12/9/18,Away,TOR,W,0.414,17,20,0.85,105,0.23,0.543,0.5,0.195
2018-19,GSW,12/10/18,Home,MIN,W,0.419,19,21,0.905,107.1,0.226,0.567,0.522,0.204
2018-19,MIL,12/10/18,Home,CLE,W,0.438,9,11,0.818,91.1,0.115,0.536,0.516,0.094
2018-19,IND,12/10/18,Home,WAS,W,0.539,17,22,0.773,99.4,0.289,0.636,0.605,0.224
2018-19,SAS,12/11/18,Home,PHO,W,0.494,16,19,0.842,89.5,0.229,0.607,0.572,0.193
2018-19,GSW,12/12/18,Home,TOR,L,0.476,9,13,0.692,113.4,0.159,0.53,0.512,0.11
2018-19,MIL,12/12/18,Away,IND,L,0.418,10,15,0.667,113.8,0.165,0.497,0.478,0.11
2018-19,IND,12/12/18,Home,MIL,W,0.473,15,20,0.75,97.7,0.22,0.566,0.538,0.165
2018-19,SAS,12/13/18,Home,LAC,W,0.578,19,24,0.792,90.8,0.289,0.668,0.639,0.229
2018-19,GSW,12/14/18,Away,SAC,W,0.458,27,36,0.75,111.9,0.375,0.581,0.536,0.281
2018-19,MIL,12/14/18,Away,CLE,W,0.426,22,28,0.786,104.7,0.298,0.536,0.489,0.234
2018-19,IND,12/14/18,Away,PHI,W,0.442,21,24,0.875,104.1,0.253,0.535,0.484,0.221
2018-19,SAS,12/15/18,Home,CHI,L,0.438,22,26,0.846,107.7,0.356,0.551,0.486,0.301
2018-19,IND,12/16/18,Home,NYK,W,0.46,18,23,0.783,102.4,0.264,0.566,0.529,0.207
2018-19,GSW,12/17/18,Home,MEM,W,0.435,24,27,0.889,93.6,0.318,0.568,0.506,0.282
2018-19,SAS,12/17/18,Home,PHI,W,0.563,16,17,0.941,100.2,0.195,0.651,0.615,0.184
2018-19,MIL,12/17/18,Away,DET,W,0.5,10,15,0.667,106.3,0.17,0.566,0.551,0.114
2018-19,IND,12/18/18,Home,CLE,L,0.398,13,21,0.619,98.8,0.226,0.445,0.419,0.14
2018-19,GSW,12/19/18,Away,UTA,L,0.4,17,18,0.944,104,0.189,0.5,0.453,0.179
2018-19,SAS,12/19/18,Away,ORL,W,0.649,17,21,0.81,96.6,0.273,0.748,0.727,0.221
2018-19,MIL,12/19/18,Home,NOP,W,0.506,24,30,0.8,111.3,0.353,0.626,0.582,0.282
2018-19,IND,12/19/18,Away,TOR,L,0.475,11,16,0.688,101.9,0.2,0.551,0.531,0.138
2018-19,SAS,12/21/18,Home,MIN,W,0.529,13,18,0.722,100.1,0.207,0.653,0.638,0.149
2018-19,MIL,12/21/18,Away,BOS,W,0.513,22,28,0.786,107.4,0.35,0.65,0.613,0.275
2018-19,IND,12/21/18,Away,BRK,W,0.537,15,18,0.833,114.3,0.22,0.634,0.604,0.183
2018-19,GSW,12/22/18,Home,DAL,W,0.459,15,16,0.938,113.3,0.163,0.571,0.536,0.153
2018-19,SAS,12/22/18,Away,HOU,L,0.477,7,11,0.636,115.2,0.125,0.544,0.534,0.08
2018-19,MIL,12/22/18,Away,MIA,L,0.369,16,22,0.727,94.4,0.262,0.464,0.423,0.19
2018-19,GSW,12/23/18,Home,LAC,W,0.452,31,36,0.861,127.2,0.387,0.593,0.527,0.333
2018-19,IND,12/23/18,Home,WAS,W,0.443,10,12,0.833,88.6,0.124,0.513,0.49,0.103
2018-19,GSW,12/25/18,Home,LAL,L,0.409,16,21,0.762,122.6,0.226,0.494,0.457,0.172
2018-19,MIL,12/25/18,Away,NYK,W,0.449,23,34,0.676,91.8,0.382,0.524,0.483,0.258
2018-19,SAS,12/26/18,Home,DEN,W,0.467,17,22,0.773,103.2,0.244,0.557,0.522,0.189
2018-19,IND,12/26/18,Away,ATL,W,0.554,24,33,0.727,118.3,0.398,0.661,0.633,0.289
2018-19,GSW,12/27/18,Home,POR,L,0.425,6,15,0.4,97.7,0.142,0.484,0.486,0.057
2018-19,MIL,12/27/18,Home,NYK,W,0.452,17,21,0.81,93.9,0.226,0.548,0.511,0.183
2018-19,SAS,12/28/18,Away,DEN,L,0.449,11,20,0.55,109.1,0.225,0.506,0.494,0.124
2018-19,IND,12/28/18,Home,DET,W,0.609,14,20,0.7,88.1,0.23,0.652,0.638,0.161
2018-19,GSW,12/29/18,Away,POR,W,0.5,23,28,0.821,106.1,0.35,0.623,0.575,0.288
2018-19,SAS,12/29/18,Away,LAC,W,0.506,28,31,0.903,104.5,0.356,0.606,0.54,0.322
2018-19,MIL,12/29/18,Home,BRK,W,0.49,14,16,0.875,111,0.167,0.626,0.599,0.146
2018-19,GSW,12/31/18,Away,PHO,W,0.548,26,32,0.813,105.8,0.381,0.673,0.631,0.31
2018-19,SAS,12/31/18,Home,BOS,W,0.495,16,18,0.889,112.5,0.198,0.607,0.571,0.176
2018-19,IND,12/31/18,Home,ATL,W,0.5,21,29,0.724,111.4,0.345,0.599,0.565,0.25
2018-19,MIL,1/1/19,Home,DET,W,0.595,17,26,0.654,100.3,0.329,0.669,0.658,0.215
2018-19,GSW,1/3/19,Home,HOU,L,0.52,14,15,0.933,124.6,0.147,0.617,0.588,0.137
2018-19,SAS,1/3/19,Home,TOR,W,0.553,18,20,0.9,109.9,0.235,0.666,0.629,0.212
2018-19,MIL,1/4/19,Home,ATL,W,0.55,20,28,0.714,99.8,0.28,0.641,0.62,0.2
2018-19,IND,1/4/19,Away,CHI,W,0.527,12,17,0.706,112.6,0.183,0.592,0.575,0.129
2018-19,GSW,1/5/19,Away,SAC,W,0.505,12,14,0.857,128,0.151,0.64,0.618,0.129
2018-19,SAS,1/5/19,Home,MEM,W,0.493,29,35,0.829,88.3,0.479,0.611,0.541,0.397
2018-19,MIL,1/5/19,Home,TOR,L,0.494,22,27,0.815,121.7,0.333,0.624,0.58,0.272
2018-19,IND,1/6/19,Away,TOR,L,0.457,15,20,0.75,121.3,0.213,0.511,0.479,0.16
2018-19,SAS,1/7/19,Away,DET,W,0.544,26,32,0.813,117.4,0.405,0.639,0.589,0.329
2018-19,MIL,1/7/19,Home,UTA,W,0.469,13,16,0.813,102.1,0.163,0.543,0.515,0.133
2018-19,GSW,1/8/19,Home,NYK,W,0.51,10,12,0.833,95.2,0.125,0.602,0.583,0.104
2018-19,IND,1/8/19,Away,CLE,W,0.538,15,19,0.789,121.8,0.209,0.619,0.593,0.165
2018-19,SAS,1/9/19,Away,MEM,L,0.361,15,23,0.652,99,0.277,0.462,0.428,0.181
2018-19,MIL,1/9/19,Away,HOU,W,0.484,20,24,0.833,107.7,0.264,0.571,0.527,0.22
2018-19,IND,1/9/19,Away,BOS,L,0.429,21,33,0.636,133.3,0.363,0.512,0.478,0.231
2018-19,SAS,1/10/19,Home,OKC,W,0.566,26,29,0.897,121.3,0.293,0.689,0.646,0.263
2018-19,GSW,1/11/19,Home,CHI,W,0.576,22,26,0.846,108.7,0.283,0.706,0.674,0.239
2018-19,MIL,1/11/19,Away,WAS,L,0.449,13,17,0.765,113.7,0.191,0.549,0.522,0.146
2018-19,IND,1/11/19,Away,NYK,W,0.521,11,11,1,106,0.117,0.612,0.585,0.117
2018-19,SAS,1/12/19,Away,OKC,L,0.458,14,20,0.7,117.4,0.208,0.534,0.51,0.146
2018-19,GSW,1/13/19,Away,DAL,W,0.455,10,12,0.833,120.3,0.121,0.571,0.551,0.101
2018-19,MIL,1/13/19,Away,ATL,W,0.533,24,33,0.727,103.4,0.359,0.624,0.592,0.261
2018-19,SAS,1/14/19,Home,CHO,L,0.463,10,12,0.833,114.6,0.146,0.533,0.506,0.122
2018-19,GSW,1/15/19,Away,DEN,W,0.6,7,10,0.7,115.2,0.105,0.714,0.711,0.074
2018-19,MIL,1/15/19,Home,MIA,W,0.5,11,18,0.611,84.2,0.188,0.597,0.589,0.115
2018-19,IND,1/15/19,Home,PHO,W,0.517,27,36,0.75,89.1,0.404,0.625,0.584,0.303
2018-19,GSW,1/16/19,Home,NOP,W,0.48,25,31,0.806,123,0.304,0.636,0.598,0.245
2018-19,SAS,1/16/19,Away,DAL,W,0.494,10,12,0.833,117.5,0.145,0.595,0.572,0.12
2018-19,MIL,1/16/19,Away,MEM,W,0.476,19,22,0.864,97.6,0.262,0.592,0.548,0.226
2018-19,IND,1/17/19,Home,PHI,L,0.402,9,12,0.75,122,0.124,0.469,0.448,0.093
2018-19,GSW,1/18/19,Away,LAC,W,0.488,19,27,0.704,90.7,0.314,0.572,0.541,0.221
2018-19,SAS,1/18/19,Away,MIN,W,0.5,23,29,0.793,113.8,0.354,0.612,0.567,0.28
2018-19,MIL,1/19/19,Away,ORL,W,0.553,12,15,0.8,109.2,0.176,0.644,0.624,0.141
2018-19,IND,1/19/19,Home,DAL,W,0.494,19,24,0.792,106.3,0.282,0.581,0.541,0.224
2018-19,SAS,1/20/19,Home,LAC,L,0.464,9,17,0.529,103.1,0.202,0.519,0.512,0.107
2018-19,IND,1/20/19,Home,CHO,W,0.47,12,12,1,95.5,0.12,0.57,0.54,0.12
2018-19,GSW,1/21/19,Away,LAL,W,0.51,14,19,0.737,106.9,0.194,0.611,0.592,0.143
2018-19,MIL,1/21/19,Home,DAL,W,0.462,20,22,0.909,101.6,0.242,0.576,0.527,0.22
2018-19,SAS,1/23/19,Away,PHI,L,0.573,13,15,0.867,126.7,0.183,0.677,0.652,0.159
2018-19,IND,1/23/19,Home,TOR,W,0.435,21,25,0.84,110.7,0.272,0.534,0.484,0.228
2018-19,GSW,1/24/19,Away,WAS,W,0.568,19,21,0.905,114.6,0.239,0.648,0.608,0.216
2018-19,MIL,1/25/19,Home,CHO,W,0.461,20,23,0.87,96,0.258,0.545,0.494,0.225
2018-19,GSW,1/26/19,Away,BOS,W,0.446,29,34,0.853,110.3,0.41,0.587,0.518,0.349
2018-19,SAS,1/26/19,Away,NOP,W,0.516,21,25,0.84,112.6,0.275,0.618,0.577,0.231
2018-19,IND,1/26/19,Away,MEM,L,0.432,30,36,0.833,111,0.486,0.573,0.493,0.405
2018-19,SAS,1/27/19,Home,WAS,W,0.57,18,21,0.857,118,0.244,0.693,0.663,0.209
2018-19,MIL,1/27/19,Away,OKC,L,0.429,19,28,0.679,112.6,0.308,0.542,0.511,0.209
2018-19,GSW,1/28/19,Away,IND,W,0.541,13,16,0.813,99.4,0.163,0.628,0.607,0.133
2018-19,IND,1/28/19,Home,GSW,L,0.426,8,10,0.8,131.2,0.106,0.508,0.489,0.085
2018-19,SAS,1/29/19,Home,PHO,W,0.47,17,20,0.85,121.4,0.2,0.579,0.545,0.17
2018-19,MIL,1/29/19,Away,DET,W,0.54,8,10,0.8,112.4,0.115,0.629,0.615,0.092
2018-19,IND,1/30/19,Away,WAS,L,0.393,14,18,0.778,115.5,0.214,0.484,0.446,0.167
2018-19,GSW,1/31/19,Home,PHI,L,0.466,11,16,0.688,114.8,0.182,0.547,0.528,0.125
2018-19,SAS,1/31/19,Home,BRK,W,0.4,25,29,0.862,106.7,0.29,0.519,0.46,0.25
2018-19,MIL,1/31/19,Away,TOR,W,0.494,13,17,0.765,91.7,0.215,0.607,0.582,0.165
2018-19,IND,1/31/19,Away,ORL,L,0.451,14,16,0.875,109.4,0.176,0.51,0.473,0.154
2018-19,GSW,2/2/19,Home,LAL,W,0.473,18,19,0.947,99.5,0.209,0.579,0.533,0.198
2018-19,SAS,2/2/19,Home,NOP,W,0.478,16,18,0.889,107.1,0.196,0.565,0.527,0.174
2018-19,MIL,2/2/19,Away,WAS,W,0.495,24,24,1,111,0.264,0.645,0.588,0.264
